"IDENCCC","ORDENTRA","NUTS1","CNACE","ESTRATO2","CONTROL","MERCADO","REGULACION","SEXO","TIPOPAIS","CNO1","RESPONSA","ESTU","ANOANTI","MESANTI","TIPOJOR","TIPOCON","FIJODISM","FIJODISD","VAL","VAN","PUENTES","JAP","JSP1","JSP2","HEXTRA","DRELABM","SIESPM1","DSIESPM1","SIESPM2","DSIESPM2","SALBASE","EXTRAORM","PHEXTRA","COMSAL","COMSALTT","IRPFMES","COTIZA","BASE","DRELABAM","DRELABAD","SIESPA1","DSIESPA1","SIESPA2","DSIESPA2","SIESPA3","DSIESPA3","SIESPA4","DSIESPA4","RETRINOIN","RETRIIN","GEXTRA","VESPNOIN","VESPIN","ANOS2","FACTOTAL"
14285,5,3,"J0",3,2,2,1,1,1,"D0",0,7,2,0,1,1,0,0,25,0,5,1770,42,0,0,31,6,0,6,0,1856.2,0,0,2130.68,0,1011.26,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,59767.99,0,12212.4,0,0,4,31.38
21069,1,2,"E0",1,2,1,1,1,1,"D0",0,3,9,9,1,1,0,0,0,31,0,1744,40,0,0,31,1,31,6,0,1265.12,0,0,0,0,168.47,135.83,2139,12,0,1,137,6,0,6,0,6,0,18473.72,7306.58,10598.84,73.1,0,6,4.13
6107,4,3,"J0",3,2,2,2,1,1,"C0",1,6,16,3,1,1,0,0,22,0,0,1680,35,0,0,31,6,0,6,0,3083.33,0,0,0,0,518.92,195.79,3083.33,12,0,6,0,6,0,6,0,6,0,37000,0,0,0,0,4,10.91
17692,9,1,"Q0",3,1,1,5,1,1,"F0",0,5,16,8,1,2,0,0,0,30,0,1645,37,50,0,31,1,30,6,0,1592.78,0,0,0,0,198.14,113.26,1783.57,12,0,1,300,6,0,6,0,6,0,9014.57,12488.29,2389.55,0,0,6,35.48
22118,4,4,"S0",1,2,1,1,6,1,"C0",0,6,5,0,1,1,0,0,23,0,0,1800,40,0,0,31,6,0,6,0,2259.1,0,0,83.37,0,336.15,143.46,2259.1,12,0,6,0,6,0,6,0,6,0,23859.2,0,2648.88,0,0,3,10.26
2885,3,3,"K0",2,2,2,1,1,1,"A0",1,7,24,6,1,1,0,0,25,0,0,1700,38,0,0,31,6,0,6,0,1682.69,0,0,2674,0,1023.39,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,59607.26,0,0,4079.5,0,5,80.48
24346,1,5,"M0",1,2,1,1,6,1,"E0",0,3,8,9,2,1,0,0,0,30,3,710,16,0,0,31,6,0,6,0,584.66,0,0,0,0,17.54,37.12,584.66,12,0,6,0,6,0,6,0,6,0,6981.2,0,1896,0,0,6,238.55
16637,10,5,"N0",2,2,2,1,6,1,"F0",0,3,11,6,2,1,0,0,0,28,0,1438,34,34,3,31,6,0,6,0,883.75,0,28.85,8.71,0,26.78,73.34,1155.9,11,0,1,35,6,0,6,0,6,0,10735.94,812.17,0.15,0,0,4,45.87
23649,11,2,"C8",3,2,2,2,1,1,"D0",1,6,0,6,1,1,0,0,14,0,5,1695,39,45,0,31,6,0,6,0,1625,0,0,11,0,163.6,173.59,2733.75,7,19,6,0,6,0,6,0,6,0,17320.86,0,4875,0,0,2,51.87
9411,6,5,"L0",2,2,2,2,6,2,"F0",0,3,0,1,1,1,0,0,0,30,0,1767,40,0,0,31,6,0,6,0,1193.23,0,0,69.64,0,0,80.18,1262.87,3,0,6,0,6,0,6,0,6,0,3548.07,0,0,0,0,3,5.3
16184,7,1,"E0",1,2,1,3,1,1,"O0",0,2,0,7,1,1,0,0,0,17,0,1787,39,0,0,31,6,0,6,0,1509.78,0,0,168.36,168.36,0,113.6,1788.84,7,0,6,0,6,0,6,0,6,0,14838.06,0,658.48,0,0,5,18.26
21268,5,2,"R0",1,2,2,1,1,1,"D0",0,5,3,8,2,1,0,0,23,0,0,1752,34,0,0,31,6,0,6,0,1093.75,0,0,204.2,0,25.96,82.42,427.04,12,0,1,2,6,0,6,0,6,0,14202.78,0,0,0,0,2,21.88
17188,1,2,"I0",3,2,1,2,6,1,"H0",0,3,12,9,2,1,9,3,22,0,0,381,8,0,0,31,6,0,6,0,377,0,0,26.8,0,0,31.72,499.55,9,3,1,7,6,0,6,0,6,0,4975.21,81.3,707.91,18.54,0,5,41.84
23423,4,4,"C8",2,2,2,2,1,1,"P0",0,3,8,2,1,1,0,0,0,30,0,1752,40,0,0,31,1,31,6,0,1373.68,0,0,0,0,33.52,82.59,1300.62,12,0,6,0,1,31,6,0,6,0,15084.09,0,0,0,0,3,8.1
17704,1,3,"C4",3,2,2,1,6,1,"C0",0,6,0,10,1,2,0,0,21,0,0,1840,38,45,0,31,6,0,6,0,1522.36,0,0,191.93,115.9,145.13,135.42,2115.9,12,0,6,0,6,0,6,0,6,0,21171.57,0,2474.71,51,0,3,33.52
21175,7,3,"C1",1,2,2,1,1,1,"C0",1,4,9,7,1,1,0,0,22,0,10,1791,40,0,0,31,6,0,6,0,2823.53,0,0,41.65,0,503.44,132.71,2823.53,12,0,6,0,6,0,6,0,6,0,33769.41,0,0,0,0,5,30.06
13796,4,3,"J0",3,2,2,1,1,1,"H0",1,4,20,5,1,1,0,0,22,0,8,1769,39,0,0,31,6,0,6,0,2587.95,0,0,115.67,0,548.49,193.97,3054.73,12,0,6,0,6,0,6,0,6,0,30133.55,0,2122,3425.36,0,4,16.28
15264,2,6,"K0",1,2,2,1,6,1,"E0",0,4,38,10,2,2,0,0,25,0,0,425,9,38,0,31,6,0,6,0,631.15,0,0,0,0,0,35.5,631.15,12,0,6,0,6,0,6,0,6,0,9570.17,0,1996.37,0,0,6,35.88
5384,16,1,"C6",2,2,2,3,1,1,"P0",0,4,29,0,1,1,0,0,0,30,0,1696,40,0,0,31,6,0,6,0,1907.4,0,0,1211,966,656,233,3683,12,0,6,0,6,0,6,0,6,0,43193,0,4723,409.17,0,5,15.22
20758,12,1,"N0",2,2,2,1,1,1,"I0",0,3,16,6,1,1,0,0,31,0,0,1782,39,17,0,31,6,0,6,0,992.94,0,0,418.45,7.49,82.84,105.57,1689.2,12,0,6,0,6,0,6,0,6,0,17605,0,2368.69,0,0,5,11.9
138,2,3,"F0",1,2,2,2,1,1,"D0",1,5,5,10,1,1,0,0,22,0,2,1736,40,0,0,31,6,0,6,0,1112.68,3071.43,0,1112.68,0,629.03,227.54,3583.33,12,0,6,0,6,0,6,0,6,0,46000.02,0,6142.86,0,0,4,29.71
16465,10,3,"J0",3,2,1,1,1,1,"D0",0,5,1,1,1,1,0,0,22,0,0,1800,40,0,0,31,6,0,6,0,2239.58,0,0,0,0,346.8,147.31,2304.17,12,0,6,0,6,0,6,0,6,0,26451.21,0,0,143.49,0,3,62.93
18628,1,4,"C5",1,2,2,2,1,1,"D0",0,6,0,6,1,1,0,0,0,15,0,1736,40,0,0,31,6,0,6,0,1272.49,0,0,128.06,0,187.39,102.74,1617.82,7,26,6,0,6,0,6,0,6,0,12780.47,0,1656.37,0,0,3,12.93
5796,5,2,"Q0",3,2,2,4,6,1,"H0",0,4,12,10,1,1,0,0,0,30,0,1662,37,30,0,31,6,0,6,0,1216.51,0,0,120,0,117.32,112.7,1774.79,12,0,1,10,6,0,6,0,6,0,21694.93,0,0,0,0,4,52.61
9031,25,6,"K0",3,2,2,1,1,1,"E0",0,7,24,7,1,1,0,0,25,0,0,1650,35,0,0,31,6,0,6,0,1825.46,1825.46,0,423.88,0,835.6,262.85,4139.4,12,0,1,5,6,0,6,0,6,0,45686.98,489.36,17761.34,411.46,0,5,63
20964,4,3,"N0",2,2,2,3,1,1,"N0",0,5,4,0,1,1,0,0,26,0,0,1750,37,30,0,31,6,0,6,0,1152.18,0,0,1848.48,333.33,731.19,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,49460.29,0,9090.2,4093.47,0,4,332.74
24833,13,5,"J0",2,1,1,2,6,1,"D0",0,4,13,6,1,1,0,0,22,0,0,1840,40,0,0,31,6,0,6,0,1247.14,0,0,317.71,0,141.93,100.15,1564.85,12,0,6,0,6,0,6,0,6,0,19048.59,0,2143.28,0,0,4,12.55
20722,17,3,"G2",3,2,2,3,6,1,"G0",0,4,4,9,2,1,0,0,31,0,0,1583,34,55,0,31,6,0,6,0,1069.69,0,0,75.84,14.11,0,72.84,1147.32,12,0,1,2,6,0,6,0,6,0,13324.77,0,456.97,23.44,0,4,60.96
9035,5,2,"M0",2,2,1,1,6,1,"C0",0,7,15,2,1,1,0,0,24,0,10,1510,35,0,0,31,6,0,6,0,1498.37,0,0,1394.85,0,470.12,209.93,3306.5,12,0,1,12,1,5,1,365,6,0,36963.37,425.49,5329.1,441.02,0,4,7.7
141,10,6,"C1",2,2,3,1,6,1,"L0",0,5,1,4,1,1,0,0,23,0,0,1789,40,0,0,31,6,0,6,0,1201.6,0,0,424.4,0,197.56,103.25,1626,12,0,6,0,6,0,6,0,6,0,18631.99,0,0,0,0,2,10.88
5981,2,2,"G1",2,2,1,2,1,1,"P0",0,3,3,10,1,1,0,0,0,30,0,1746,40,0,0,31,1,31,6,0,1564.98,0,0,0,0,190.92,130.15,2049.6,11,25,1,5,1,122,6,0,6,0,18157.87,81.98,6014,6.85,0,2,7.13
19470,10,4,"C3",0,2,3,1,1,1,"L0",0,4,14,8,1,1,0,0,22,0,5,1760,40,0,0,31,6,0,6,0,982.44,0,0,823.07,34.54,242.48,132.16,2081.29,12,0,1,100,6,0,6,0,6,0,18424.56,4597.01,2650.13,0,0,3,9.94
16729,8,1,"N0",2,2,1,1,1,1,"I0",0,3,7,8,1,1,0,0,0,31,0,1782,36,35,0,31,6,0,6,0,1080.67,0,0,216.03,156.23,146.22,107.06,1686,12,0,6,0,6,0,6,0,6,0,20537.17,0,2105.48,0,0,4,16.37
7441,12,5,"H1",3,1,1,3,1,1,"L0",0,5,4,10,1,1,0,0,24,0,2,1608,40,0,0,31,1,2,6,0,2740.84,0,0,0,0,473.83,215.43,3392.67,12,0,1,7,1,5,6,0,6,0,39242.38,0,6802.81,24.83,0,3,67.32
3409,7,3,"L0",1,2,1,1,6,2,"D0",0,4,0,5,1,1,0,0,0,18,0,1770,40,0,0,31,6,0,6,0,1202.83,0,0,78.53,0,0,81.36,1281.36,7,20,6,0,6,0,6,0,6,0,9728.06,0,0,0,0,2,67.42
22710,2,2,"E0",1,2,1,3,1,1,"C0",1,6,14,2,1,1,0,0,0,33,0,1800,40,0,0,31,6,0,6,0,2723.15,0,0,381.24,0,486.15,229.98,3621.79,12,0,1,4,1,70,6,0,6,0,30261.7,362.19,4926.05,0,0,4,14
6680,3,1,"P0",3,2,2,1,6,1,"H0",0,2,2,10,2,1,10,0,0,28,0,566,12,30,0,31,6,0,6,0,395.01,0,0,11.79,0,0,25.84,406.8,10,0,6,0,6,0,6,0,6,0,3524.82,0,0,0,0,4,15.23
21725,5,5,"C4",3,2,4,1,6,1,"M0",0,5,7,0,1,1,0,0,25,0,12,1752,40,0,0,31,6,0,6,0,1420,1928,0,592,592,889,203,3200,12,0,6,0,6,0,6,0,6,0,37033,0,8173,0,0,3,53.74
20716,16,3,"N0",3,2,2,2,6,1,"O0",0,2,17,0,2,1,0,0,0,30,0,1150,25,0,0,31,6,0,6,0,680.37,0,0,327.46,0,0,76.68,1022.23,12,0,6,0,6,0,6,0,6,0,11131,0,2104.56,0,0,5,93.57
11920,2,3,"S0",3,2,2,2,6,2,"D0",0,4,12,0,1,1,0,0,23,0,0,1765,40,0,0,31,6,0,6,0,1153.58,0,0,1365.25,0,951.85,183.64,4139.4,12,0,6,0,6,0,6,0,6,0,40646.67,0,9820.99,157.8,0,6,28.75
21418,9,5,"M0",2,2,2,2,6,1,"E0",0,5,3,10,1,1,0,0,25,0,0,1764,39,0,0,31,6,0,6,0,1528.12,0,0,388.54,0,247.24,121.71,1916.66,12,0,6,0,6,0,6,0,6,0,24733.64,0,0,274.63,0,3,67.88
1272,15,5,"C4",3,2,2,2,1,1,"D0",1,4,19,2,1,1,0,0,0,30,0,1752,40,0,0,31,1,12,6,0,2764.39,0,0,0,0,512.14,160.7,2530.77,12,0,1,27,6,0,6,0,6,0,34724.41,1984.32,3536.07,0,0,6,30.76
3604,4,2,"H2",3,1,2,3,1,1,"E0",0,3,39,8,1,1,0,0,0,30,2,1711,37,30,0,31,6,0,6,0,657.83,0,0,1810.52,0,235.37,130.47,2054.78,12,0,6,0,6,0,6,0,6,0,25406.5,0,3341.88,0,0,6,19.23
13333,1,1,"C1",1,2,1,1,1,1,"L0",0,2,20,10,1,1,0,0,0,30,0,1762,40,0,0,31,6,0,6,0,1205,0,0,722,0,287.51,139.49,2196.67,12,0,6,0,6,0,6,0,6,0,26265.6,0,3175.2,0,0,4,3.09
12341,1,5,"I0",1,2,1,2,6,2,"D0",1,3,10,0,2,1,8,3,0,35,2,1182,40,0,0,31,6,0,6,0,1945.74,0,0,983.4,0,351.42,186,2929,8,3,6,0,6,0,6,0,6,0,19180.03,0,0,187.69,0,5,299.91
23721,13,5,"Q0",3,1,1,1,1,1,"D0",0,4,15,0,1,1,0,0,22,0,6,1620,37,30,0,31,6,0,6,0,1498.5,0,0,172.13,0,278.13,149.32,2351.52,12,0,1,3,6,0,6,0,6,0,28678,177,5568,0,0,4,28.29
986,3,5,"J0",1,2,2,1,1,1,"C0",0,6,0,4,1,1,0,0,23,0,0,1800,40,0,0,31,6,0,6,0,1379.04,0,0,305.04,0,0,122.42,1927.84,6,18,6,0,6,0,6,0,6,0,12246.7,0,0,0,0,2,372.34
2170,25,7,"P0",3,1,1,2,1,1,"B0",0,7,7,1,2,2,0,0,0,31,1,560,12,0,0,31,6,0,6,0,465.15,0,0,647.71,0,100.83,72.74,1145.45,12,0,6,0,6,0,6,0,6,0,17509.54,0,2611.52,33.96,0,4,31.4
21572,18,6,"C4",3,2,4,3,1,1,"M0",0,6,1,4,1,1,0,0,22,0,0,1680,40,0,0,31,6,0,6,0,2293.15,0,0,1488.66,1192.7,1859.66,262.85,4139.39,12,0,1,7,1,7,1,31,6,0,71255.83,0,6160.1,123.2,0,3,30
6387,13,6,"O0",2,1,1,3,1,1,"D0",0,3,33,0,1,1,0,0,22,0,6,1647,37,0,0,31,6,0,6,0,804.19,0,0,1814.44,0,484.45,214.01,3370.21,12,0,6,0,6,0,6,0,6,0,40611.27,0,7169.16,0,0,5,154.79
13927,2,6,"G1",3,2,3,3,6,1,"P0",0,2,21,0,2,1,7,23,0,0,0,1826,40,0,0,31,6,0,6,0,1462.24,0,0,97.04,0,76.16,97.49,1523.28,7,23,6,0,6,0,6,0,6,0,12550.31,0,0,0,0,6,32.84
20087,3,6,"G2",3,2,2,1,6,1,"G0",0,3,16,0,1,1,0,0,0,31,14,1784,40,0,0,31,1,31,6,0,1298.75,0,0,0,0,11.67,83.06,1308,12,0,1,266,6,0,6,0,6,0,7128.79,8456.22,0,5.34,0,4,22.36
822,2,4,"L0",0,2,1,1,6,1,"F0",0,4,0,10,1,1,0,0,0,30,0,1772,40,0,0,31,6,0,6,0,1166.7,0,0,0,0,23.33,74.08,1166.7,11,22,6,0,6,0,6,0,6,0,13655.47,0,0,0,0,2,5.92
18456,15,5,"G1",3,2,4,1,1,2,"C0",0,6,5,3,1,1,0,0,30,0,0,1744,40,0,0,31,6,0,6,0,3390.21,0,0,1082.02,0,1205.57,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,54245.99,0,0,6200.96,0,3,50.28
8563,1,6,"J0",1,2,1,5,1,1,"C0",0,7,7,3,1,1,0,0,0,45,6,1800,40,0,0,31,6,0,6,0,1486.89,0,0,441.22,0,78.21,78.55,1671.22,12,0,6,0,6,0,6,0,6,0,23383.56,0,0,0,0,4,23.84
14237,4,2,"C8",1,2,1,2,1,1,"L0",0,4,0,10,1,1,0,0,0,30,3,1732,40,0,0,31,1,1,6,0,1485.09,0,0,0,0,170.07,105.08,1654.83,12,0,1,1,6,0,6,0,6,0,19951.39,658.49,2788.81,0,0,2,7.6
3560,16,1,"C4",3,2,4,4,1,1,"E0",0,4,24,3,1,1,0,0,22,0,0,1840,40,0,0,31,6,0,6,0,1842.43,0,0,854.41,0,495.14,216.28,3405.88,12,0,1,5,6,0,6,0,6,0,41493.87,330.39,9944.46,0,0,5,21.86
21295,7,3,"Q0",3,1,1,5,6,1,"B0",0,7,26,9,1,1,0,0,22,0,12,1642,37,30,0,31,6,0,6,0,1238.68,0,0,3703.31,0,1293.32,198.69,4139.4,12,0,1,15,6,0,6,0,6,0,64892.51,1448.86,6164.72,0,0,5,41
4331,2,1,"M0",2,2,2,1,6,1,"F0",0,6,3,5,1,1,0,0,32,0,0,1772,40,0,0,31,6,0,6,0,1215.96,0,0,118.91,0,69.61,84.77,1334.87,12,0,6,0,6,0,6,0,6,0,15939.01,0,0,48.14,0,3,11.94
17812,4,6,"F0",1,2,1,1,1,1,"I0",0,3,5,6,1,1,0,0,22,0,7,1736,40,0,0,31,6,0,6,0,1080.04,0,0,838.03,60.97,284.07,138.39,2179.38,12,0,1,9,6,0,6,0,6,0,22640.78,370.72,2965.9,0,0,4,23.35
12946,6,5,"P0",3,1,4,5,1,1,"B0",0,7,27,9,2,2,0,0,22,0,0,262,6,0,0,31,6,0,6,0,180.77,0,0,103.97,0,5.69,18.22,284.74,12,0,6,0,6,0,6,0,6,0,3429.42,0,0,0,0,6,27.76
24369,12,3,"N0",3,2,2,1,6,1,"F0",0,4,23,5,1,1,0,0,22,0,0,1840,44,30,0,31,6,0,6,0,1377.29,0,0,91.48,0,155.93,130.81,2060,12,0,6,0,1,138,1,365,6,0,17052.54,0,9270.75,0,0,5,15.68
5059,6,1,"I0",2,2,1,2,1,1,"N0",0,4,4,11,2,2,0,0,0,30,0,1433,32,0,0,31,6,0,6,0,1077.02,0,0,0,0,0,68.39,1077.02,12,0,6,0,6,0,6,0,6,0,13169.47,0,0,0,0,3,81.68
24752,5,2,"C1",1,2,2,1,6,1,"L0",0,3,13,11,1,1,0,0,20,0,4,1818,40,0,0,31,6,0,6,0,1131.67,0,0,114.6,0,72.66,90.7,1428.2,12,0,1,4,6,0,6,0,6,0,17966.58,107.13,2148.5,0,0,4,8.28
9274,17,3,"O0",3,1,2,1,1,1,"N0",0,4,11,0,1,1,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,1700,0,0,600,0,351,153,2498,12,0,6,0,6,0,6,0,6,0,24300,0,0,0,0,6,35.49
12077,1,5,"N0",3,2,1,2,6,1,"O0",0,2,4,0,2,1,0,0,0,30,0,1755,39,0,0,31,6,0,6,0,1060.96,0,0,294.33,0,147.2,99.27,1381.71,12,0,6,0,6,0,6,0,6,0,18535.39,0,2383.52,0,0,4,21.64
24091,4,5,"S0",1,2,2,2,1,1,"D0",0,5,18,8,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,613.43,0,0,621.13,0,116.3,93.67,1432.48,12,0,6,0,6,0,6,0,6,0,17671.2,0,2375.02,0,0,4,35.67
1063,2,2,"F0",1,2,1,2,1,1,"D0",1,2,5,1,1,1,0,0,25,0,0,1736,40,0,0,31,6,0,6,0,1883.7,0,0,1330.58,0,688.82,238.13,3750,12,0,6,0,6,0,6,0,6,0,48046.16,0,0,0,0,5,37.41
13112,16,4,"Q0",3,1,1,5,6,1,"H0",0,2,16,0,1,2,0,0,23,0,0,1642,37,30,0,31,1,31,6,0,1748.75,0,0,0,0,172.92,111,1748,12,0,1,82,6,0,6,0,6,0,18657,2328,0,0,0,4,66.68
560,10,5,"J0",2,2,2,1,1,1,"D0",0,5,4,0,1,1,0,0,23,0,0,1800,40,0,0,31,6,0,6,0,1058.42,0,0,477.3,0,204.1,113.77,1791.67,12,0,6,0,6,0,6,0,6,0,22360,0,860,0,0,2,126.21
17643,10,3,"M0",3,2,2,1,1,1,"C0",0,7,14,1,1,1,0,0,26,0,0,1792,40,0,0,31,6,0,6,0,1712.42,0,0,2604.53,0,1124.77,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,65943.94,0,7589.16,0,0,3,21
24286,4,7,"C1",2,2,1,4,1,1,"P0",0,2,31,3,1,1,0,0,18,0,0,1416,32,0,0,31,6,0,6,0,1488.43,0,0,0,0,180.1,124.09,1954.17,12,0,1,4,6,0,6,0,6,0,23997.3,293.09,2611.97,0,0,5,9.87
17692,6,1,"Q0",3,1,1,5,6,1,"B0",1,6,8,9,1,2,0,0,0,30,0,1645,37,50,0,31,1,7,6,0,2296.1,0,0,0,0,345.12,156.78,2469.03,12,0,1,77,6,0,6,0,6,0,25931.93,4488.05,2866.75,0,0,4,35.48
17141,22,5,"C4",3,2,2,1,6,1,"B0",0,7,2,6,1,1,0,0,22,0,4,1732,40,0,8,31,6,0,6,0,1856.29,0,239.83,0,0,377.3,162.48,2736.13,12,0,1,7,6,0,6,0,6,0,30023.48,368.96,4.5,205.88,0,3,37.96
22173,21,5,"Q0",3,2,1,1,6,1,"H0",0,3,0,6,2,1,0,0,0,30,0,960,20,0,0,31,6,0,6,0,703.54,0,0,0,0,0,44.67,703.54,6,0,6,0,6,0,6,0,6,0,4664.3,0,0,0,0,5,24.4
2063,2,3,"S0",2,2,2,3,1,1,"C0",0,7,3,10,1,1,0,0,25,0,6,1596,36,30,0,31,6,0,6,0,2817.13,0,0,254.83,0,664.46,229.37,3612.1,12,0,6,0,6,0,6,0,6,0,44853.54,0,0,0,0,5,54.55
4510,19,6,"G2",3,2,2,3,6,1,"G0",0,6,21,4,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1421.99,0,0,506.68,0,259.9,139.36,2194.55,12,0,6,0,6,0,6,0,6,0,19469.9,0,2477.9,0,0,5,216.6
3840,10,4,"N0",3,2,4,1,1,1,"N0",0,3,0,10,1,2,0,0,0,30,0,1774,38,50,0,31,6,0,6,0,1676.27,0,0,0,0,266.02,106.44,1676.27,12,0,1,26,6,0,6,0,6,0,19779.08,889.12,0,0,0,6,32.36
11096,3,1,"O0",1,1,4,2,1,1,"B0",0,6,0,4,1,1,0,0,11,0,0,1680,37,30,0,31,6,0,6,0,1337.07,0,0,0,0,160.45,102.66,1616.69,6,5,6,0,6,0,6,0,6,0,10591.98,0,1739.72,0,0,2,237.17
22694,25,5,"N0",3,2,4,1,6,2,"F0",1,4,15,5,1,1,0,0,22,0,0,1752,39,0,0,31,6,0,6,0,3734.84,0,0,4765.15,0,2975.08,262.85,4139.4,11,0,6,0,6,0,6,0,6,0,118546.19,0,14000,749.66,0,4,1
46,10,1,"Q0",2,2,1,1,6,1,"H0",0,5,9,0,1,1,0,0,0,30,0,1792,37,30,0,31,6,0,6,0,997.16,0,0,314.58,209.85,105.6,94.24,1484.18,12,0,6,0,6,0,6,0,6,0,16642.5,0,2045.7,0,0,5,22.9
20839,8,4,"Q0",2,2,3,3,6,1,"B0",0,6,0,4,1,1,0,0,0,30,0,1740,36,0,0,31,6,0,6,0,1523.18,0,0,284,30,0,114.75,1807.04,6,0,6,0,6,0,6,0,6,0,11907.56,0,0,0,0,2,37.9
964,11,2,"G1",3,2,2,1,6,1,"P0",0,4,4,0,2,1,0,0,22,0,0,1242,27,0,0,31,6,0,6,0,1023.23,0,0,100,0,20.46,64.97,1023.23,12,0,1,87,6,0,6,0,6,0,10624.51,2988.38,146.18,0,0,3,27.88
23709,16,5,"C4",3,2,4,1,1,2,"C0",0,3,14,10,1,1,0,0,22,0,6,1752,40,0,0,31,6,0,6,0,2158,0,0,4232,0,2235,264.92,4139,12,0,6,0,6,0,6,0,6,0,123029,0,52147,20832,0,4,1.12
12128,3,4,"G2",1,2,1,1,6,2,"G0",0,4,1,0,1,1,0,0,0,30,0,1840,40,0,0,31,6,0,6,0,1389.86,0,0,54,0,78.4,93.12,1443.86,12,0,6,0,6,0,6,0,6,0,17326.32,0,0,0,0,3,351.31
548,23,4,"C1",3,2,2,1,6,1,"P0",0,5,8,5,1,1,0,0,23,0,0,1770,40,0,0,31,6,0,6,0,1001.92,0,0,380.87,139.04,180.31,92.18,1451.78,12,0,6,0,6,0,6,0,6,0,16593.56,0,0,0,0,3,23.08
7670,7,6,"O0",3,1,1,5,1,1,"B0",0,7,3,7,1,2,0,0,0,30,12,1492,37,30,0,31,6,0,6,0,2389.73,0,0,0,0,208.76,196.22,2389.73,12,0,1,16,6,0,6,0,6,0,37095.52,530.18,0,0,0,3,22.12
19846,3,3,"H2",1,2,2,1,1,1,"P0",0,3,0,2,1,1,0,0,0,10,0,1840,40,0,0,31,6,0,6,0,781.84,0,0,389.44,0,81.99,92.2,1451.85,4,0,6,0,6,0,6,0,6,0,5123.24,0,375.12,0,0,4,178.26
5327,2,5,"I0",2,2,3,2,6,1,"O0",0,3,5,1,1,1,0,0,30,0,0,1796,40,0,0,31,6,0,6,0,1606.54,0,0,307.94,0,205.42,103.37,1627.92,12,0,6,0,6,0,6,0,6,0,18269.29,0,0,248.4,0,4,85.64
494,1,3,"E0",1,1,1,3,1,1,"P0",0,3,6,1,1,1,0,0,0,30,0,1740,40,0,0,31,6,0,6,0,1369.03,0,0,507.12,0,174.55,63.38,1369.03,12,0,6,0,6,0,6,0,6,0,18675.18,0,0,0,0,5,3.31
21355,13,3,"J0",3,2,2,1,1,1,"C0",0,7,16,3,1,1,0,0,22,0,1,1840,40,0,0,31,6,0,6,0,1681.63,0,0,1750.64,0,789.2,249.25,3894.53,12,0,1,11,6,0,6,0,6,0,45677.17,1036.61,5644.03,0,0,4,44.21
21483,4,6,"Q0",3,2,2,3,1,1,"C0",0,7,15,1,1,1,0,0,0,45,0,1680,37,30,0,31,6,0,6,0,1760.52,0,0,710.19,0,144.5,105.34,1322.05,12,0,6,0,6,0,6,0,6,0,27117.36,0,3942.16,0,0,4,49.21
7103,6,3,"M0",1,2,2,2,6,1,"E0",0,4,3,5,1,1,0,0,23,0,0,1765,39,30,0,31,6,0,6,0,1291.66,0,0,170,0,131.55,92.82,1461.66,12,0,1,25,6,0,6,0,6,0,16778.5,657.72,0,0,0,4,131.34
17621,4,1,"N0",1,2,2,1,6,1,"F0",0,4,12,4,1,1,0,0,22,0,0,1752,40,0,0,31,6,0,6,0,1422.3,0,0,45.84,0,204.81,130.15,2049.57,12,0,6,0,6,0,6,0,6,0,16935.69,0,3908.18,0,0,4,6
25418,3,2,"C8",2,2,4,5,6,1,"D0",0,7,17,4,1,1,0,0,30,0,15,1708,40,0,0,31,6,0,6,0,1808.84,0,0,1505.23,0,760.17,248.63,3915.35,12,0,6,0,1,51,6,0,6,0,43271.2,0,6213.3,0,0,4,16.55
3557,12,5,"Q0",3,1,1,3,6,1,"B0",0,6,11,0,1,2,0,0,0,31,5,1796,39,0,0,31,6,0,6,0,1186.52,0,0,1665.72,291.36,585.9,182.99,3772.55,12,0,6,0,6,0,6,0,6,0,44597.15,0,6758.04,0,0,3,33.26
13311,3,4,"G1",1,2,2,2,1,1,"D0",0,4,36,2,1,1,0,0,0,31,0,1775,40,0,0,31,6,0,6,0,1578.2,0,0,2330.62,0,776.68,248.23,3909.12,12,0,6,0,6,0,6,0,6,0,44440.26,0,0,0,0,6,201.69
19567,4,2,"C6",2,2,3,2,1,1,"M0",0,3,0,2,1,2,0,0,0,7,0,1697,40,0,0,31,6,0,6,0,1271.6,0,0,339.13,0,32.21,168.71,1950.77,2,28,1,17,6,0,6,0,6,0,6067.86,798.08,843.38,0,0,4,53.38
2861,4,5,"J0",3,2,1,1,1,1,"D0",0,6,2,1,2,1,0,0,22,0,0,894,20,0,0,31,6,0,6,0,913.84,0,0,0,0,0,58.02,913.84,12,0,1,2,6,0,6,0,6,0,11319.06,23.86,0,0,0,4,12.38
5442,3,5,"N0",1,2,2,1,6,1,"D0",0,6,7,2,1,1,0,0,23,0,1,1756,40,0,0,31,6,0,6,0,821.26,0,0,492.88,0,153.36,97.35,1533.16,12,0,6,0,6,0,6,0,6,0,19795.96,0,2827,0,0,3,28.73
