"IDENCCC","ORDENTRA","NUTS1","CNACE","ESTRATO2","CONTROL","MERCADO","REGULACION","SEXO","TIPOPAIS","CNO1","RESPONSA","ESTU","ANOANTI","MESANTI","TIPOJOR","TIPOCON","FIJODISM","FIJODISD","VAL","VAN","PUENTES","JAP","JSP1","JSP2","HEXTRA","DRELABM","SIESPM1","DSIESPM1","SIESPM2","DSIESPM2","SALBASE","EXTRAORM","PHEXTRA","COMSAL","COMSALTT","IRPFMES","COTIZA","BASE","DRELABAM","DRELABAD","SIESPA1","DSIESPA1","SIESPA2","DSIESPA2","SIESPA3","DSIESPA3","SIESPA4","DSIESPA4","RETRINOIN","RETRIIN","GEXTRA","VESPNOIN","VESPIN","ANOS2","FACTOTAL"
6089,4,1,"C5",1,2,1,2,1,1,"D0",1,3,9,6,1,1,0,0,0,30,0,1736,40,0,0,31,6,0,6,0,1161.31,261.04,0,199.52,0,198.91,116.03,1827.34,12,0,6,0,6,0,6,0,6,0,21926.88,0,261.04,0,0,4,9.75
6163,4,3,"J0",1,2,2,3,1,1,"C0",0,6,0,8,1,1,0,0,21,0,2,1800,40,0,0,31,6,0,6,0,4695.83,0,0,25,0,1061.24,194.55,4139.4,8,24,6,0,6,0,6,0,6,0,44754.13,0,1000,292.72,0,2,24.7
20922,2,6,"C6",3,2,4,3,1,1,"M0",0,2,22,0,1,1,0,0,21,0,0,1760,40,0,0,31,6,0,6,0,1638.04,3501.18,0,461.21,0,784.06,152.02,2394.06,12,0,6,0,6,0,6,0,6,0,26789.12,0,3501.18,0,0,4,9.32
1953,24,5,"N0",3,2,2,1,6,1,"F0",0,4,0,6,1,1,0,0,23,0,0,1800,40,0,0,31,6,0,6,0,1278.22,0,0,111.56,0,0,81.17,1278.32,7,0,6,0,6,0,6,0,6,0,11078.65,0,1339.8,0,0,2,23.88
19657,1,5,"K0",1,2,2,1,6,1,"A0",1,7,9,8,2,1,0,0,26,0,0,1427,32,0,0,31,6,0,6,0,1093.84,0,0,4677.59,0,1933.43,210.28,3311.52,12,0,6,0,6,0,6,0,6,0,97264.02,0,6623.04,0,0,4,143.27
18115,7,4,"N0",2,2,4,1,1,1,"I0",0,3,16,4,1,1,0,0,0,31,0,1782,37,30,11,31,6,0,6,0,992.94,0,138.9,672.23,78.86,259.64,129.82,1978.81,12,0,6,0,6,0,6,0,6,0,26097.65,0,3491.89,0,0,5,17.26
21522,3,3,"C4",2,2,3,1,1,1,"D0",0,7,0,2,1,1,0,0,22,0,0,1752,40,0,0,31,6,0,6,0,1734.72,0,0,408.14,0,214.28,211.7,2142.86,4,0,6,0,6,0,6,0,6,0,10242.73,0,1671.29,807.4,0,2,41.97
23095,1,5,"F0",1,2,2,2,1,1,"K0",0,5,19,7,1,1,0,0,0,30,0,1752,40,0,0,31,6,0,6,0,1601.46,0,0,641.95,0,314.08,142.45,2243.41,12,0,1,7,6,0,6,0,6,0,27038.05,353.46,0,0,0,4,543.23
15738,3,2,"E0",1,2,2,1,1,1,"D0",0,4,21,0,1,1,0,0,0,30,5,1690,40,0,0,31,6,0,6,0,1900,0,0,0,0,230.14,134,1900,12,0,6,0,6,0,6,0,6,0,25000,0,0,0,0,4,7.22
19247,4,1,"C2",1,2,2,1,1,1,"N0",0,3,27,1,1,1,0,0,0,30,1,1750,40,0,0,31,6,0,6,0,1552.62,0,0,141.55,0,114.22,98.59,1552.62,12,0,6,0,6,0,6,0,6,0,18631.44,0,0,0,0,5,14.92
9084,17,2,"C4",3,2,2,3,1,1,"E0",1,3,26,11,1,1,0,0,27,0,0,1752,40,0,0,31,6,0,6,0,1505.39,0,0,1034.22,0,405.34,189.31,2981.36,12,0,6,0,6,0,6,0,6,0,36912.61,0,6137.27,31.56,0,5,9.64
7237,10,1,"H2",2,2,1,1,1,1,"N0",0,3,0,3,2,1,0,0,0,14,0,1248,28,0,0,31,6,0,6,0,689.97,0,0,168.7,0,0,54.53,858.67,5,0,6,0,6,0,6,0,6,0,4281.95,0,555.22,0,0,2,12.3
24408,10,5,"H1",3,2,3,5,6,1,"C0",0,4,0,3,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1800,0,0,200,0,270.8,127,2000,5,0,6,0,6,0,6,0,6,0,11200,0,0,0,0,2,11.77
7655,1,4,"C1",2,2,2,1,6,1,"L0",0,2,4,1,1,1,0,0,22,0,0,1818,40,0,8,31,6,0,6,0,1194.97,0,107.44,0,0,26.05,82.7,1194.97,12,0,1,30,6,0,6,0,6,0,13376.09,734.92,0,0,0,5,7.6
19807,5,2,"C6",2,2,3,2,1,1,"D0",0,4,14,6,1,1,0,0,0,30,0,1760,40,0,0,31,6,0,6,0,1734,0,0,1353,482,561,214,3375.75,12,0,1,186,6,0,6,0,6,0,22300,16475,1696,0,0,3,12.65
22091,19,1,"G2",3,2,1,2,6,1,"G0",0,3,20,9,1,1,0,0,0,32,2,1740,40,0,0,31,6,0,6,0,1067.69,0,0,30.92,0,30.16,83.95,1322.08,12,0,6,0,6,0,6,0,6,0,16139.95,0,3870.76,646.05,0,4,62.48
24633,15,2,"F0",2,2,2,2,1,2,"K0",0,2,2,5,1,1,0,0,0,30,0,1760,40,0,0,31,6,0,6,0,1669.83,0,0,73.61,0,31.72,100.72,1586.1,12,0,6,0,6,0,6,0,6,0,20700.83,0,0,24.24,0,3,12.44
20515,3,3,"M0",2,2,2,1,1,1,"A0",1,7,3,0,1,1,0,0,22,0,2,1840,40,0,0,31,6,0,6,0,7500,0,0,30,0,2307.95,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,83573.36,0,0,0,0,4,82.04
11137,11,4,"C1",3,2,2,3,1,1,"D0",0,4,2,9,1,1,0,0,0,30,2,1714,40,0,0,31,6,0,6,0,2822.16,0,0,1165.58,0,1124.5,140.19,4139.4,12,0,6,0,1,112,6,0,6,0,55258.17,0,18499.26,3173.24,0,3,21.12
22390,15,7,"J0",4,2,2,1,1,1,"D0",0,4,0,10,1,2,0,0,22,0,0,1800,40,0,0,31,6,0,6,0,1014.94,0,0,351.4,0,154.81,89.98,1405.92,12,0,1,3,6,0,6,0,6,0,18594.08,152.39,2445.5,435.38,0,2,10.91
22026,4,4,"C6",3,2,3,2,1,1,"L0",0,5,19,2,1,1,0,0,0,31,0,1752,40,0,0,31,6,0,6,0,1141.67,0,0,1553,55.26,412.49,200.86,3163.14,12,0,6,0,1,78,6,0,6,0,29590.67,0,3991.85,0,0,4,25.18
21284,9,2,"C8",3,2,4,3,1,1,"E0",0,5,35,6,1,1,0,0,24,0,4,1760,40,0,0,31,6,0,6,0,1276.75,0,0,1116.5,182,481.16,201.89,3179.3,12,0,1,33,6,0,6,0,6,0,37130.82,1248.51,7632.1,63,0,5,23.04
5726,4,3,"C6",2,2,2,3,1,1,"E0",0,3,20,4,1,1,0,0,23,0,0,1680,40,0,0,31,6,0,6,0,1360.8,0,0,1633.52,289.28,538.68,232.79,3665.9,12,0,6,0,6,0,6,0,6,0,38536.89,0,6289.2,0,0,5,8.75
79,18,7,"S0",3,1,1,3,6,1,"C0",0,6,6,10,1,1,0,0,0,30,4,1702,37,30,0,31,6,0,6,0,1244.12,1528.2,0,446.86,0,250.77,123.6,1946.39,12,0,1,2,6,0,6,0,6,0,24586.98,0,3087.5,0,0,3,10.95
14609,12,3,"J0",3,2,2,1,6,1,"D0",0,7,22,1,1,1,0,0,22,0,0,1826,40,0,0,31,6,0,6,0,1461.01,0,0,1268.96,0,585.36,232.29,3658.03,12,0,6,0,6,0,6,0,6,0,44353.18,0,2049.96,89.86,0,6,9.27
24969,12,5,"I0",3,2,3,2,6,1,"O0",0,2,27,6,2,1,8,21,0,35,0,1776,40,0,0,31,1,21,6,0,2163.58,0,0,0,0,263.53,130.31,2052.1,8,21,1,21,6,0,6,0,6,0,18141.86,662.4,0,187.87,0,6,49.84
18633,5,2,"F0",1,2,2,2,1,1,"L0",0,3,1,8,1,2,0,0,0,30,0,1742,40,0,0,31,6,0,6,0,1166.66,0,0,0,0,58.33,19.84,1166.7,12,0,6,0,6,0,6,0,6,0,14241.6,0,0,0,0,5,33.45
9868,5,1,"H2",1,2,1,2,1,1,"N0",0,2,0,4,2,1,0,0,0,0,0,720,15,0,12,31,6,0,6,0,467,0,102,62.55,20,0,59.1,930.69,5,24,6,0,6,0,6,0,6,0,4506.42,0,0,77.11,0,1,8.1
23119,3,5,"C6",2,2,3,2,6,1,"P0",0,2,16,0,1,1,0,0,0,30,0,1750,40,0,0,31,6,0,6,0,1661.69,0,0,44.25,0,109.83,128,2015.77,12,0,6,0,6,0,6,0,6,0,24432.88,0,3718,0,0,5,92.47
124,13,2,"I0",2,2,1,2,1,1,"O0",0,2,3,8,2,1,0,0,23,0,0,999,22,0,0,31,6,0,6,0,732,0,0,0,0,43.97,46.53,732,12,0,6,0,6,0,6,0,6,0,9356,0,0,0,0,5,18.88
7683,23,4,"Q0",3,1,1,5,1,1,"B0",1,7,25,5,1,1,0,0,0,30,0,1519,35,0,0,31,6,0,6,0,1256.89,0,0,5110.85,0,1790.38,198.68,4139.4,12,0,1,4,6,0,6,0,6,0,80979.19,82.79,2851.89,0,0,5,21.2
18523,20,5,"H1",3,2,1,2,6,1,"N0",0,2,12,0,2,1,7,12,0,19,0,1218,40,0,0,31,6,0,6,0,2209.72,0,0,1643.69,0,552.14,220.58,3473.8,7,12,6,0,6,0,6,0,6,0,27208.16,0,3107.78,0,0,5,13.36
23612,19,5,"H2",3,2,2,2,1,1,"P0",0,3,4,0,1,1,0,0,0,30,0,1750,40,0,0,31,6,0,6,0,1661.69,0,0,146.11,0,125.97,132.37,2084.74,12,0,1,23,1,2,6,0,6,0,23880.13,801.54,3618.12,0,0,4,32.82
495,2,5,"Q0",2,2,2,1,1,1,"H0",0,3,1,6,1,1,0,0,30,0,0,1792,40,0,0,31,6,0,6,0,1053.28,0,0,0,0,81.73,76.21,1219.49,12,0,6,0,6,0,6,0,6,0,16437.06,0,2054.9,0,0,4,159.65
22780,22,7,"J0",4,2,2,1,6,2,"D0",0,4,12,1,1,1,0,0,23,0,0,1800,40,0,0,31,1,31,6,0,1071.43,0,0,0,0,0,81.11,1277.4,12,0,1,218,6,0,6,0,6,0,8006.51,7068.53,2217.84,174.46,0,6,28.64
20842,11,1,"C4",3,2,3,3,1,1,"L0",0,5,14,4,1,1,0,0,22,0,0,1680,40,0,0,31,6,0,6,0,2617.13,0,0,967.6,635.61,944.93,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,53177.13,0,8710.68,145,0,4,20.05
7880,9,6,"C1",2,2,3,5,6,1,"D0",0,5,1,1,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1166.66,0,0,735.54,0,106.96,88.9,1400,11,2,6,0,6,0,6,0,6,0,18150.63,0,0,0,0,3,21.88
17370,2,5,"C1",1,2,2,2,1,1,"D0",0,3,19,0,1,1,0,0,23,0,0,1765,40,0,0,31,6,0,6,0,1345.84,0,0,1340.07,0,545.88,262.08,4139.4,12,0,1,7,6,0,6,0,6,0,62806.93,610.52,31229.22,3145.59,0,4,1
23820,11,3,"C4",3,2,4,3,6,1,"C0",1,7,26,2,1,1,0,0,22,0,8,1800,40,0,0,31,6,0,6,0,8130.37,0,0,0,0,2032.59,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,138684.84,0,41120.4,10.92,0,5,1
17265,5,5,"C1",2,2,4,1,6,1,"D0",0,7,4,7,1,1,0,0,0,30,0,1789,40,0,0,31,1,8,6,0,1564.12,0,0,0,0,152.53,106.91,1683.61,12,0,1,8,6,0,6,0,6,0,18652.9,162.95,46.38,0,0,4,13.64
16718,7,4,"M0",2,1,2,1,6,1,"D0",0,4,23,0,1,1,0,0,23,0,2,1612,36,50,0,31,6,0,6,0,849,0,0,738,0,194,110,1731,12,0,6,0,6,0,6,0,6,0,21039,0,1698,0,0,5,11.06
17348,1,4,"N0",3,2,2,2,6,1,"O0",0,2,0,9,2,1,0,0,0,23,0,574,11,0,0,31,6,0,6,0,481.41,243.27,0,46.5,36,10.56,39.87,627.86,10,3,6,0,6,0,6,0,6,0,6155.24,0,1342.87,0,0,4,50.7
10261,5,4,"M0",2,2,2,3,1,1,"C0",0,7,8,0,1,1,0,0,30,0,0,1684,38,45,0,31,6,0,6,0,1803.67,0,0,729.05,0,342.42,180.99,2850.2,12,0,6,0,6,0,6,0,6,0,32216.88,0,3957.36,302.48,0,4,9.47
8107,7,4,"F0",1,2,1,2,1,1,"N0",0,2,15,4,1,1,0,0,22,0,0,1736,39,0,0,31,6,0,6,0,1215.78,0,0,167.61,0,97.67,105.48,1661.17,12,0,6,0,6,0,6,0,6,0,19622.8,0,0,0,0,5,27.34
7384,1,6,"C8",2,2,3,2,1,1,"P0",0,3,12,2,1,1,0,0,22,0,3,1759,40,0,16,31,6,0,6,0,1319.19,0,246.76,692.25,86.53,327.44,105.84,2251.92,12,0,6,0,1,7,6,0,6,0,26851.64,0,2831.46,0,0,4,30.99
4659,23,5,"Q0",3,1,1,5,6,1,"D0",0,7,13,6,1,2,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1458.88,0,0,210,0,214.78,123.57,2044.53,12,0,6,0,6,0,6,0,6,0,24610.12,0,4288.6,0,0,3,53.38
13617,3,7,"I0",1,2,1,2,6,1,"G0",0,2,4,10,2,1,0,0,0,48,0,1364,30,0,0,31,6,0,6,0,1142.18,0,0,0,0,22.84,72.52,1142.18,12,0,6,0,6,0,6,0,6,0,13706.16,0,0,0,0,5,575.64
17989,13,5,"O0",3,1,1,2,6,1,"B0",0,7,7,7,1,2,0,0,0,30,0,1633,37,30,0,31,6,0,6,0,1238.68,0,0,1473.54,0,535.25,201.77,3079.9,12,0,1,9,6,0,6,0,1,2,37285.2,0,0,9,0,5,191.36
16992,1,2,"M0",1,2,1,1,1,1,"C0",0,6,23,0,1,1,0,0,23,0,0,1792,40,0,0,31,6,0,6,0,2714.29,2223,0,0,0,491.29,201.2,3168.56,12,0,6,0,6,0,6,0,6,0,38000,0,5428.58,0,0,4,124.67
9364,7,6,"K0",3,2,2,3,6,1,"D0",0,7,23,10,1,1,0,0,26,0,0,1665,38,0,0,31,6,0,6,0,3327.76,0,0,1520.3,0,1349.97,262.85,4139.39,12,0,6,0,6,0,6,0,6,0,59806.55,0,2847.84,979.34,0,5,24.28
22957,22,5,"I0",3,2,2,2,6,1,"H0",0,3,1,2,2,1,10,0,18,0,0,448,12,30,0,31,6,0,6,0,409.09,0,0,0,0,8.49,29.71,467.89,10,0,6,0,6,0,6,0,6,0,3944.07,0,0,0,0,2,57.71
20084,5,4,"D0",4,2,2,2,1,1,"D0",1,6,36,0,1,1,0,0,28,0,0,1600,35,0,0,31,6,0,6,0,4064.65,0,0,9366.26,144.85,3222.54,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,214327.52,0,19831.45,3149.14,0,6,2.39
11358,18,2,"Q0",3,1,1,3,6,1,"B0",0,6,10,9,2,2,0,0,26,0,0,810,17,30,0,31,6,0,6,0,2349.51,0,0,43.89,0,399.42,108.08,1702.19,12,0,6,0,6,0,6,0,6,0,36046.85,0,3030.79,0,0,4,36.12
11705,5,2,"B0",2,2,2,2,6,1,"E0",0,4,9,3,1,1,0,0,22,0,0,1792,40,0,0,31,6,0,6,0,3891.22,0,0,0,0,817.15,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,48025.44,0,0,0,0,5,9.5
5867,10,2,"M0",2,2,2,2,1,1,"D0",0,6,1,4,1,2,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1941.69,0,0,0,0,310.67,144.34,2273.06,12,0,6,0,6,0,6,0,6,0,23300.31,0,3883.38,0,0,2,21.64
13360,22,1,"H2",3,1,2,3,6,1,"E0",0,3,12,11,1,2,0,0,0,31,0,1711,37,30,0,31,6,0,6,0,657.83,0,0,931.84,0,239.79,122.57,1930.29,12,0,1,40,6,0,6,0,6,0,21609.45,1674.02,2838.06,0,0,5,16.05
18128,5,3,"C8",2,2,2,5,6,1,"M0",0,3,15,3,1,1,0,0,23,0,0,1747,39,0,0,31,6,0,6,0,869.82,0,0,348.06,17.88,117.53,96.39,1517.88,12,0,1,39,6,0,6,0,6,0,17579.07,1093.02,3600,0,0,5,9.25
10704,8,7,"I0",2,2,3,2,6,2,"O0",0,3,0,2,1,2,0,0,0,48,0,1819,40,0,0,31,6,0,6,0,1667.41,0,0,57.67,0,201.83,110.41,1725.08,2,0,6,0,6,0,6,0,6,0,3996.51,0,0,5.54,0,3,155.73
24452,2,1,"C3",1,2,1,1,1,1,"L0",0,2,2,9,1,1,0,0,0,30,0,1768,40,0,0,31,6,0,6,0,913.22,0,0,1190.35,0,303.33,133.58,2103.57,12,0,6,0,6,0,6,0,6,0,25242.84,0,0,0,0,6,15.1
15086,9,1,"C8",2,2,2,2,1,1,"A0",1,3,47,0,1,1,0,0,0,30,0,1752,40,0,0,31,6,0,6,0,1880.82,0,0,2602.9,0,1446.77,262.87,4139.4,12,0,1,14,6,0,6,0,6,0,67592.3,1448.79,9466.17,0,0,6,32.61
21669,16,1,"M0",2,2,2,1,6,2,"P0",0,3,0,8,2,1,0,0,0,28,0,1643,36,0,0,31,6,0,6,0,1050,0,0,0,0,0,69.64,1096.68,10,7,6,0,6,0,6,0,6,0,11010.28,0,23,0,0,4,7.33
24212,8,2,"O0",3,1,1,5,1,1,"A0",1,7,18,6,1,1,0,0,26,0,12,1714,39,30,0,31,6,0,6,0,1256.89,0,0,3565.9,0,1259.27,198.69,4139.39,12,0,1,5,6,0,6,0,6,0,64169.68,413.95,6567.72,0,0,6,69.84
18928,2,3,"H1",3,1,1,3,1,1,"H0",0,4,18,3,1,1,0,0,0,30,0,1635,37,30,2,31,6,0,6,0,2451.27,0,92.76,1563.76,665.78,858.38,267.21,4139.4,12,0,1,16,1,3,6,0,6,0,61759.48,1014.16,55.98,262.5,0,4,285.42
3727,8,1,"C1",2,1,1,2,1,1,"K0",1,2,45,9,2,2,0,0,22,0,3,920,20,0,0,31,6,0,6,0,822.88,0,0,308.58,0,113.15,117.91,2508.73,12,0,6,0,6,0,6,0,6,0,18908.68,0,2292.62,0,0,6,9.1
7028,19,1,"Q0",3,1,1,5,6,1,"H0",0,3,32,0,1,1,0,0,22,0,0,1512,35,0,0,31,6,0,6,0,669.3,0,0,1455.89,307.28,344.17,116.3,2422.97,12,0,1,5,6,0,6,0,6,0,27707.06,84.24,3561.13,22.79,3.49,6,306.8
13424,1,7,"H1",1,2,2,1,1,2,"E0",0,4,4,11,2,1,0,0,22,0,0,1212,30,0,0,31,6,0,6,0,1142.86,0,0,0,0,69.49,84.67,1333.34,11,9,6,0,6,0,6,0,6,0,15982.78,0,1142.86,0,0,4,3.44
4571,4,6,"D0",1,2,3,5,1,1,"D0",0,4,14,10,1,1,0,0,30,0,0,1723,40,0,0,31,6,0,6,0,735.9,0,0,1421.03,0,340.58,159.79,2516.42,12,0,1,54,6,0,6,0,6,0,26905.92,3057.42,0,0,0,4,64.44
9715,2,1,"G2",3,2,1,2,6,1,"G0",1,4,16,10,1,1,0,0,0,31,0,1812,40,0,0,31,6,0,6,0,1019.9,0,0,60,0,42.01,84.77,1334.88,12,0,1,5,6,0,6,0,6,0,15812.78,156.12,3032.7,0,0,3,20.68
23364,5,1,"C7",2,2,4,2,1,1,"L0",0,5,18,0,1,1,0,0,26,0,0,1765,40,0,0,31,6,0,6,0,2183.6,0,0,0,0,349,154,2425,12,0,6,0,6,0,6,0,6,0,30170,0,3000,0,0,4,6.25
12473,8,4,"C6",3,2,4,2,1,1,"P0",0,3,2,0,1,1,0,0,24,0,0,1760,40,0,0,31,1,31,6,0,1316.56,0,0,0,0,144.82,103.96,1637.11,12,0,1,322,6,0,6,0,6,0,3362.11,13574.29,1137.64,0,0,5,18.27
1352,3,6,"K0",1,2,2,2,1,1,"D0",0,5,3,5,1,1,0,0,22,0,0,1800,40,0,0,31,6,0,6,0,1429.56,0,0,320.44,0,161.88,111.13,1750,12,0,6,0,6,0,6,0,6,0,21000,0,0,0,0,4,32.62
25137,6,3,"Q0",3,2,2,1,6,1,"B0",1,7,0,4,1,1,0,0,0,30,0,1792,40,0,0,31,6,0,6,0,1347.42,0,0,903.86,93.55,211.86,169.64,2671.58,6,8,6,0,6,0,6,0,6,0,15981.09,0,0,0,0,6,21.68
23817,3,4,"S0",1,2,1,2,1,1,"C0",0,6,4,6,1,1,0,0,25,0,1,1720,38,30,0,31,6,0,6,0,1082.88,0,0,91.88,0,136.3,97.7,1538.55,12,0,1,7,6,0,6,0,6,0,18252.32,184.62,2575.23,0,0,3,25.91
7725,1,2,"B0",1,2,1,2,1,1,"P0",0,4,18,0,1,1,0,0,22,0,14,1704,40,0,0,31,6,0,6,0,938.91,0,0,1479,350,470.45,197,3117.1,12,0,1,32,6,0,6,0,6,0,36188,1930,3759,237,0,6,10.62
2279,13,2,"C4",3,2,4,3,1,1,"P0",0,2,12,3,1,1,0,0,23,0,0,1687,40,0,0,31,6,0,6,0,1732.88,0,0,1387.6,639.99,686.51,241.76,2811,12,0,1,4,6,0,6,0,6,0,31253.93,0,4600.94,27.7,0,4,22.44
844,8,1,"C2",3,2,2,2,1,1,"P0",0,3,5,10,1,1,0,0,22,0,0,1752,40,0,0,31,1,31,6,0,1662.8,0,0,0,0,69.21,105.59,1662.8,12,0,1,287,6,0,6,0,6,0,4264.06,15689.54,0,0,0,3,11.59
18900,8,1,"C4",2,2,2,1,6,1,"G0",0,3,8,4,2,1,0,0,22,0,0,876,20,0,0,31,6,0,6,0,941.58,0,0,182.99,0,39.36,60.23,1281.51,12,0,6,0,6,0,6,0,6,0,13644.55,0,0,0,0,4,9
1442,2,5,"C8",1,1,2,2,1,1,"L0",0,2,1,1,1,1,0,0,20,0,0,1752,40,0,0,31,6,0,6,0,1598.72,0,0,0,0,95.92,101.52,1598.72,12,0,6,0,6,0,6,0,6,0,19491.14,0,0,57.48,0,4,48.93
17722,12,5,"P0",3,2,1,2,6,1,"H0",0,5,1,5,1,1,0,0,0,35,0,1720,37,30,0,31,6,0,6,0,1447.1,0,0,555.54,0,259.57,121.26,1909.54,12,0,1,7,6,0,6,0,6,0,24069.85,322.36,2784.62,0,0,3,20.68
1942,21,5,"P0",3,1,1,2,1,1,"B0",0,7,26,2,2,2,0,0,22,0,0,375,8,0,0,31,6,0,6,0,629.27,0,0,49.4,0,13.57,49.33,770.76,4,0,1,5,6,0,6,0,6,0,2976.75,128.77,0,0,0,6,51.4
8369,2,4,"F0",1,2,1,2,1,1,"K0",0,4,11,5,1,1,0,0,24,0,0,1760,40,0,0,31,6,0,6,0,1314.26,0,0,365.02,0,0,78.93,1679.28,12,0,6,0,1,112,6,0,6,0,13747.35,0,3,0,0,4,46.74
11554,4,4,"F0",2,2,2,2,1,1,"K0",0,2,7,11,1,1,0,0,0,30,9,1736,40,0,0,31,6,0,6,0,956.97,0,0,433.49,0,31.08,97.55,1553.83,12,0,6,0,6,0,6,0,6,0,20358.75,0,3075.68,0,0,6,6.81
15135,6,2,"P0",3,1,1,3,6,1,"O0",0,3,16,11,1,1,0,0,23,0,6,1606,37,0,0,31,1,12,6,0,1614.56,0,0,0,0,215.93,121.34,1910.91,12,0,1,64,6,0,6,0,6,0,19748,3182.9,3556.15,0,0,5,54.28
20406,10,5,"C5",2,2,1,1,1,1,"M0",0,2,10,0,2,1,11,0,31,0,0,1750,38,41,0,31,6,0,6,0,1045.83,0,0,830.33,0,352.59,153.02,2409.73,11,0,6,0,6,0,6,0,6,0,23212.37,0,7725.86,0,0,5,5
12853,20,3,"Q0",3,2,1,2,6,1,"H0",0,5,2,3,2,1,0,0,0,30,0,1593,39,0,0,31,6,0,6,0,895.22,0,0,307.66,0,118.85,94.65,1490.56,12,0,1,12,6,0,6,0,6,0,17743.14,489.27,0,0,0,6,191.56
8428,3,6,"C8",1,2,2,1,1,1,"D0",0,6,16,1,1,1,0,0,0,30,0,1752,40,0,0,31,6,0,6,0,2302.02,3394.98,0,1092.96,0,739.77,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,50737.77,0,10184.94,0,0,4,11.32
9113,3,5,"O0",3,1,1,5,6,1,"B0",0,6,11,9,1,2,0,0,0,30,0,1633,37,30,0,31,6,0,6,0,1238.68,0,0,1636.25,0,656.65,213.62,3266.69,12,0,1,7,6,0,6,0,1,1,39662.41,0,0,9,0,4,101.68
1091,8,5,"G2",3,2,2,1,6,1,"G0",0,4,0,6,1,1,0,0,0,19,0,1792,40,0,0,31,6,0,6,0,1129.38,0,0,0,0,24.59,78.08,1229.66,8,1,6,0,6,0,6,0,6,0,9215.76,0,524.91,0,0,2,22.5
23364,2,1,"C7",2,2,4,2,1,1,"L0",0,2,20,0,1,1,0,0,26,0,0,1765,40,0,0,31,6,0,6,0,2301,0,0,0,0,368,142,2559,12,0,6,0,6,0,6,0,1,21,29344,0,3000,1865,0,6,6.25
2012,2,3,"H2",3,2,2,1,1,1,"N0",0,2,3,1,1,1,0,0,0,30,0,1737,38,0,0,31,6,0,6,0,937.46,0,0,254.34,50,0,82.18,1241.8,12,0,1,10,6,0,6,0,6,0,12653.4,238.89,1380.62,0,0,2,22.6
20551,3,5,"N0",2,2,4,3,1,1,"D0",0,6,10,6,1,1,0,0,0,32,6,1754,41,0,0,31,6,0,6,0,1011.98,0,0,4447.72,0,1537.9,176.7,4104.6,12,0,6,0,1,71,6,0,6,0,56706.7,0,0,0,0,4,239.36
12167,12,5,"C8",2,2,2,2,1,1,"L0",0,2,10,2,1,1,0,0,0,30,2,1752,39,30,0,31,6,0,6,0,1493.1,0,0,474.25,0,237.66,95.47,2031.37,12,0,6,0,6,0,6,0,6,0,25539.96,0,5820.35,67.7,0,4,16.2
11284,24,3,"P0",3,2,2,1,6,1,"B0",0,7,15,10,2,1,0,0,0,35,3,1040,20,0,0,31,6,0,6,0,1576.49,3161.94,0,196.22,0,687.4,125.13,1970.6,12,0,6,0,6,0,6,0,6,0,23647,0,4746.17,0,0,5,22.65
13295,13,5,"G2",3,2,2,2,1,1,"G0",0,5,0,4,2,1,0,0,0,5,0,1380,30,0,0,31,6,0,6,0,941.04,0,0,153.13,32.55,22.97,72.93,1094.22,6,12,6,0,6,0,6,0,6,0,7657.61,0,1861.16,0,0,2,49.69
18585,2,4,"P0",1,2,1,1,6,1,"H0",0,5,14,9,2,1,0,0,30,0,0,1380,30,0,0,31,6,0,6,0,1274.52,0,0,92.4,0,0,75,1148.05,12,0,6,0,6,0,6,0,6,0,15383.99,0,0,976.95,0,3,98.53
3160,22,5,"J0",3,2,4,3,6,1,"D0",0,4,27,4,1,1,0,0,28,0,4,1760,40,0,0,31,6,0,6,0,2562.28,0,0,1289.51,0,1000.95,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,57599.64,0,7952.45,164.57,0,5,63.01
16187,14,3,"I0",3,2,2,1,6,1,"H0",0,3,10,1,2,1,9,18,0,30,0,380,10,0,0,31,6,0,6,0,290.81,0,0,58.32,0,0,1.04,16.41,9,18,6,0,6,0,6,0,6,0,3281.42,0,0,0,0,5,69.14
1585,4,6,"G2",3,2,4,2,6,1,"G0",1,6,9,10,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1422.64,0,0,2252.51,129,866.14,184.9,2911.86,12,0,6,0,6,0,6,0,6,0,72500.7,0,26342.77,60,0,4,43.53
7557,5,2,"I0",1,2,1,2,6,1,"G0",0,4,21,8,2,1,0,0,0,32,0,1134,25,0,0,31,6,0,6,0,755,0,0,339.42,0,98.57,80.42,1266.43,12,0,6,0,6,0,6,0,6,0,15273.42,0,2030.46,0,0,4,150.1
